,Unnamed: 0,datetime,Unnamed: 0.1,Unnamed: 0.1.1,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model
0,0,0,4428.0,4521.5,6.22872340425532,2.920851063829787,243.26787234042555,0.4014754411995569,0.9898852470454542,206.78997523735163,12.088353195455907
1,1,1,4430.0,4523.5,5.931489361702127,2.863297872340425,240.25914893617025,0.4110606235638067,0.8609694166206836,205.8492717821502,11.882548017414098
2,2,2,4432.0,4525.5,5.507659574468085,2.8718085106382976,236.1686170212766,0.4400946730629716,0.7291983480099022,203.78368696092156,11.397369246571715
3,3,3,4434.0,4527.5,5.020319148936171,2.674468085106383,235.40478723404252,0.4563048483862658,0.6457574039859567,197.6531258871713,10.777079691269346
4,4,4,4436.0,4529.5,4.683085106382978,2.812659574468085,228.2354255319149,0.4363199510786055,0.6116110471524647,193.61971960854305,10.058566626355066
5,5,5,4438.0,4531.5,4.594893617021277,2.602340425531915,224.1642553191489,0.4198864555170566,0.5737522937890788,183.4218486521712,9.33718293110586
6,6,6,4440.0,4533.5,4.539255319148936,2.455,221.28127659574463,0.4294210342335322,0.5295364985658239,177.58585092815682,8.573313256988389
7,7,7,4441.5,4536.0,4.523958333333334,2.325833333333333,221.35125,0.4347119508962813,0.46821907335137,171.68078816890426,7.877572239328879
8,8,8,4443.0,4537.5,4.521458333333333,2.213020833333333,215.46489583333332,0.4790351274182409,0.4467532953455482,170.36318101732758,7.293708945645794
9,9,9,4445.0,4539.5,4.4548958333333335,2.1689583333333333,217.15510416666663,0.4716319346021425,0.438096164107645,167.56464622796307,6.761466276646227
10,10,10,4447.0,4541.5,4.422604166666667,2.279479166666667,224.2484375,0.3994339617235482,0.4260577833835628,154.40730185484915,6.254723163446353
11,11,11,4449.0,4543.5,4.201666666666667,2.4475,221.165625,0.4068586471191379,0.4236855096192418,153.97027762876388,5.733787398427191
12,12,12,4451.0,4545.5,4.0261458333333335,2.4519791666666664,223.0482291666667,0.4295861799827118,0.4183647244365975,144.90822794703382,5.329317590484474
13,13,13,4453.0,4547.5,4.186875,2.326041666666667,219.8221875,0.4469395959299231,0.4258624314215364,142.55676681448722,5.044197226895793
14,14,14,4455.0,4549.5,4.743854166666666,2.347395833333333,229.61145833333333,0.4672849444649784,0.4097857834284696,138.03013369931003,5.330353351434645
15,15,15,4457.0,4551.5,5.349895833333334,2.165833333333333,210.7325,0.5850556384139188,0.4713130463410746,149.42269369941917,6.432555166439338
16,16,16,4459.0,4553.5,5.57125,2.145208333333333,212.24177083333333,0.5080318034998,0.5767101852914128,159.0346848527539,7.993903551720376
17,17,17,4461.0,4555.5,5.738125,2.223020833333333,216.41760416666668,0.5506303519960906,0.6816568433513291,171.3667328249918,9.279978578621057
18,18,18,4463.0,4557.5,5.9225,2.4140625,213.18260416666664,0.4675357508109719,0.7951564269925874,178.83485676818222,10.341188080664605
19,19,19,4465.0,4559.5,6.3031250000000005,2.4615625,204.3844791666667,0.384815701335914,0.8480259894566212,173.91657420768885,10.82390651305573
20,20,20,4467.0,4561.5,6.356458333333333,2.6514583333333333,204.3748958333333,0.4177120219267485,0.9050661480759994,178.47832706175473,11.471406586523976
