,Unnamed: 0,datetime,Unnamed: 0.1,Unnamed: 0.1.1,temp,ws,wdir,katabaticity,ws_model,wdir_model,temp_model
130,10,130,14273.245508982036,14273.245508982036,2.469584331338324,1.3452889221706588,215.9090012296108,-0.1186296404607668,1.1652368508621394,216.31836177239188,4.808343621045524
131,11,131,14274.245508982036,14274.245508982036,2.1397005988083837,1.224578578582583,203.45364152528828,0.0481412684706797,0.9553211622837812,222.4662871744653,4.220718218353804
132,12,132,14275.245508982036,14275.245508982036,1.791303892227545,1.0804912912762763,174.53383431806907,0.2215390884790863,0.7426307251555757,231.01077177927112,3.66211976794522
133,13,133,14276.245508982036,14276.245508982036,1.4743028942095808,1.0217628514126509,152.74616541168976,0.4084136096944637,0.5459730817404382,223.7188362390048,3.1898965167778344
134,14,134,14277.245508982036,14277.245508982036,1.323506986023952,1.0341187750933736,131.8878343964036,0.4136195822278792,0.4834272184129605,195.29790932382343,2.898761276902655
135,15,135,14278.245508982036,14278.245508982036,1.1779361277455092,1.0883502038868502,139.82956575308563,0.4753836727454611,0.4776161831130876,172.34693280865557,2.7182770927252125
136,16,136,14279.245508982036,14279.245508982036,1.0629815369401197,0.9900648261871166,128.70575482258894,0.5219667860426628,0.4769450154218779,167.69624197854722,2.51861706556106
137,17,137,14280.245508982036,14280.245508982036,0.9060189620688622,1.0270576280125392,132.17276541566457,0.5298710718444614,0.5117153396091192,156.06299828639632,2.330730755115209
138,18,138,14267.30606060606,14267.30606060606,0.7562853535242424,1.1476396236451611,148.01328468733226,0.4788841496304264,0.5485083807102227,152.76889303506942,2.15869502920375
139,19,139,14268.30606060606,14268.30606060606,0.6306196969636364,1.0890081688618425,151.01120621364143,0.4784974615814324,0.5901461720115516,114.0554822027172,2.049788912498919
140,20,140,14269.30606060606,14269.30606060606,0.5251090909030303,1.10690858586532,130.97084242276767,0.528391816591029,0.6145740358761845,120.59849586845154,1.9360705595782115
141,21,141,14270.30606060606,14270.30606060606,0.4223661616151515,1.0967802511130136,132.6794618329555,0.5828717693404133,0.6280602886218185,110.36172160332764,1.857044308848596
142,22,142,14271.30606060606,14271.30606060606,0.3627878787787879,1.096300877182456,127.80384279988772,0.59264410052643,0.6604726569561128,97.01624201343958,1.7528030670427408
143,23,143,14272.30606060606,14272.30606060606,0.3564555555333333,1.0997535371690648,123.37631629494965,0.6278897012136028,0.6841813858415022,82.489148630842,1.6467017262336532
144,0,144,14263.245508982036,14263.245508982036,0.4401841317305389,1.1251820143992806,104.64255054653955,0.7213641678133228,0.7248426205586104,68.2073731226936,1.5459660772124606
145,1,145,14264.245508982036,14264.245508982036,0.9324890219431138,1.0444391003460207,95.33607258383392,0.7390565163079263,0.6526481443378528,72.31632501036255,2.028214387871584
146,2,146,14265.245508982036,14265.245508982036,1.7953273453173657,0.937674691367284,108.46356019762652,0.6531217350637114,0.4866208562120603,139.44959402911755,3.090368451830816
147,3,147,14266.245508982036,14266.245508982036,2.483747505,0.7952348848738738,127.9081646071982,0.5604242596087837,0.7867138008071951,192.14578593360824,3.856907365601469
148,4,148,14267.245508982036,14267.245508982036,2.915877245497006,0.8520988024011975,156.4539685726018,0.4245376735056941,1.0253768423269158,199.3845174767237,4.247674395111616
149,5,149,14268.245508982036,14268.245508982036,3.0611966068023952,1.0329353792544909,175.73970131461377,0.2452288938691375,1.1911858730406528,202.75892251980736,4.68324143977532
150,6,150,14269.245508982036,14269.245508982036,3.1219261477095808,1.1834209580778443,204.9521503905928,0.0236393245843453,1.3180392186939294,206.6646094174387,5.081206338246494
151,7,151,14270.245508982036,14270.245508982036,3.1003617764520954,1.4152119760568862,224.9859151806617,-0.1660218716435186,1.406332931013669,208.26496023677197,5.336242440190639
152,8,152,14271.245508982036,14271.245508982036,3.011671157688623,1.462105988020958,226.00189805792817,-0.2366529279953252,1.4185474120365344,212.9651041585336,5.41599185228879
153,9,153,14272.245508982036,14272.245508982036,2.7911726546826348,1.455954990035928,227.97457990782635,-0.2157566966830129,1.3069218163977852,214.51197194865733,5.202768690920255
154,10,154,14273.245508982036,14273.245508982036,2.469584331338324,1.3452889221706588,215.9090012296108,-0.1186296404607668,1.1652368508621394,216.31836177239188,4.808343621045524
155,11,155,14274.245508982036,14274.245508982036,2.1397005988083837,1.224578578582583,203.45364152528828,0.0481412684706797,0.9553211622837812,222.4662871744653,4.220718218353804
156,12,156,14275.245508982036,14275.245508982036,1.791303892227545,1.0804912912762763,174.53383431806907,0.2215390884790863,0.7426307251555757,231.01077177927112,3.66211976794522
157,13,157,14276.245508982036,14276.245508982036,1.4743028942095808,1.0217628514126509,152.74616541168976,0.4084136096944637,0.5459730817404382,223.7188362390048,3.1898965167778344
158,14,158,14277.245508982036,14277.245508982036,1.323506986023952,1.0341187750933736,131.8878343964036,0.4136195822278792,0.4834272184129605,195.29790932382343,2.898761276902655
159,15,159,14278.245508982036,14278.245508982036,1.1779361277455092,1.0883502038868502,139.82956575308563,0.4753836727454611,0.4776161831130876,172.34693280865557,2.7182770927252125
160,16,160,14279.245508982036,14279.245508982036,1.0629815369401197,0.9900648261871166,128.70575482258894,0.5219667860426628,0.4769450154218779,167.69624197854722,2.51861706556106
161,17,161,14280.245508982036,14280.245508982036,0.9060189620688622,1.0270576280125392,132.17276541566457,0.5298710718444614,0.5117153396091192,156.06299828639632,2.330730755115209
162,18,162,14267.30606060606,14267.30606060606,0.7562853535242424,1.1476396236451611,148.01328468733226,0.4788841496304264,0.5485083807102227,152.76889303506942,2.15869502920375
163,19,163,14268.30606060606,14268.30606060606,0.6306196969636364,1.0890081688618425,151.01120621364143,0.4784974615814324,0.5901461720115516,114.0554822027172,2.049788912498919
164,20,164,14269.30606060606,14269.30606060606,0.5251090909030303,1.10690858586532,130.97084242276767,0.528391816591029,0.6145740358761845,120.59849586845154,1.9360705595782115
165,21,165,14270.30606060606,14270.30606060606,0.4223661616151515,1.0967802511130136,132.6794618329555,0.5828717693404133,0.6280602886218185,110.36172160332764,1.857044308848596
166,22,166,14271.30606060606,14271.30606060606,0.3627878787787879,1.096300877182456,127.80384279988772,0.59264410052643,0.6604726569561128,97.01624201343958,1.7528030670427408
